timestamp,date,provider,model,category,query,run,brand,mentioned,first_position,count,in_mention_order,mention_rank
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which AI companies offer the most advanced language models?,2,Google,True,311.0,2,True,2.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which AI companies offer the most advanced language models?,2,Meta,True,932.0,3,True,4.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which AI companies offer the most advanced language models?,2,Cohere,True,1080.0,2,True,5.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which AI companies offer the most advanced language models?,2,Mistral,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which AI companies offer the most advanced language models?,2,xAI,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,0,OpenAI,True,246.0,3,True,1.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,0,Anthropic,True,1805.0,1,True,4.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,0,Google,True,809.0,3,True,3.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,0,Meta,True,2682.0,1,True,5.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,0,Cohere,True,663.0,2,True,2.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,0,Mistral,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,0,xAI,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,1,OpenAI,True,220.0,4,True,1.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,1,Anthropic,True,1438.0,2,True,4.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,1,Google,True,867.0,5,True,3.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,1,Meta,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,1,Cohere,True,330.0,2,True,2.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,1,Mistral,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,1,xAI,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,2,OpenAI,True,191.0,5,True,1.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,2,Anthropic,True,2011.0,1,True,3.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,2,Google,True,853.0,5,True,2.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,2,Meta,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,2,Cohere,True,2511.0,1,True,4.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,2,Mistral,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,2,xAI,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,0,OpenAI,True,229.0,2,True,1.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,0,Anthropic,True,500.0,1,True,2.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,0,Google,True,689.0,2,True,3.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,0,Meta,True,940.0,2,True,4.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,0,Cohere,True,1107.0,1,True,5.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,0,Mistral,True,1388.0,2,True,6.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,0,xAI,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,1,OpenAI,True,303.0,3,True,1.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,1,Anthropic,True,1008.0,1,True,4.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,1,Google,True,571.0,3,True,2.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,1,Meta,True,822.0,2,True,3.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,1,Cohere,True,1154.0,1,True,5.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,1,Mistral,True,1782.0,1,True,6.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,1,xAI,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,2,OpenAI,True,260.0,2,True,1.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,2,Anthropic,True,549.0,1,True,2.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,2,Google,True,691.0,2,True,3.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,2,Meta,True,836.0,1,True,4.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,2,Cohere,True,1009.0,1,True,5.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,2,Mistral,True,1319.0,1,True,6.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,2,xAI,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the top 5 AI model providers?,0,OpenAI,True,236.0,3,True,1.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the top 5 AI model providers?,0,Anthropic,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the top 5 AI model providers?,0,Google,True,403.0,1,True,2.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the top 5 AI model providers?,0,Meta,True,1001.0,1,True,3.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the top 5 AI model providers?,0,Cohere,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the top 5 AI model providers?,0,Mistral,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the top 5 AI model providers?,0,xAI,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the top 5 AI model providers?,1,OpenAI,True,284.0,3,True,1.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the top 5 AI model providers?,1,Anthropic,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the top 5 AI model providers?,1,Google,True,447.0,2,True,2.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the top 5 AI model providers?,1,Meta,True,1063.0,2,True,3.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the top 5 AI model providers?,1,Cohere,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the top 5 AI model providers?,1,Mistral,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the top 5 AI model providers?,1,xAI,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the top 5 AI model providers?,2,OpenAI,True,155.0,3,True,1.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the top 5 AI model providers?,2,Anthropic,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the top 5 AI model providers?,2,Google,True,376.0,2,True,2.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the top 5 AI model providers?,2,Meta,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the top 5 AI model providers?,2,Cohere,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the top 5 AI model providers?,2,Mistral,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the top 5 AI model providers?,2,xAI,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which companies are leading in large language models?,0,OpenAI,True,170.0,4,True,1.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which companies are leading in large language models?,0,Anthropic,True,635.0,2,True,3.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which companies are leading in large language models?,0,Google,True,398.0,2,True,2.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which companies are leading in large language models?,0,Meta,True,1045.0,3,True,4.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which companies are leading in large language models?,0,Cohere,True,1232.0,2,True,5.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which companies are leading in large language models?,0,Mistral,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which companies are leading in large language models?,0,xAI,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which companies are leading in large language models?,1,OpenAI,True,175.0,4,True,1.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which companies are leading in large language models?,1,Anthropic,True,1167.0,2,True,4.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which companies are leading in large language models?,1,Google,True,390.0,3,True,2.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which companies are leading in large language models?,1,Meta,True,961.0,3,True,3.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which companies are leading in large language models?,1,Cohere,True,1411.0,2,True,5.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which companies are leading in large language models?,1,Mistral,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which companies are leading in large language models?,1,xAI,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which companies are leading in large language models?,2,OpenAI,True,132.0,4,True,1.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which companies are leading in large language models?,2,Anthropic,True,558.0,2,True,3.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which companies are leading in large language models?,2,Google,True,361.0,2,True,2.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which companies are leading in large language models?,2,Meta,True,857.0,2,True,4.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which companies are leading in large language models?,2,Cohere,True,1037.0,2,True,5.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which companies are leading in large language models?,2,Mistral,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which companies are leading in large language models?,2,xAI,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the best LLM providers available today?,0,OpenAI,True,174.0,6,True,1.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the best LLM providers available today?,0,Anthropic,True,871.0,2,True,3.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the best LLM providers available today?,0,Google,True,446.0,3,True,2.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the best LLM providers available today?,0,Meta,True,1047.0,2,True,4.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the best LLM providers available today?,0,Cohere,True,1247.0,2,True,5.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the best LLM providers available today?,0,Mistral,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the best LLM providers available today?,0,xAI,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the best LLM providers available today?,1,OpenAI,True,183.0,4,True,1.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the best LLM providers available today?,1,Anthropic,True,838.0,2,True,4.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the best LLM providers available today?,1,Google,True,399.0,2,True,2.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the best LLM providers available today?,1,Meta,True,632.0,3,True,3.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the best LLM providers available today?,1,Cohere,True,1000.0,2,True,5.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the best LLM providers available today?,1,Mistral,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the best LLM providers available today?,1,xAI,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the best LLM providers available today?,2,OpenAI,True,195.0,4,True,1.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the best LLM providers available today?,2,Anthropic,True,596.0,4,True,3.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the best LLM providers available today?,2,Google,True,404.0,2,True,2.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the best LLM providers available today?,2,Meta,True,920.0,3,True,5.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the best LLM providers available today?,2,Cohere,True,751.0,2,True,4.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the best LLM providers available today?,2,Mistral,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,What are the best LLM providers available today?,2,xAI,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which AI companies offer the most advanced language models?,0,OpenAI,True,140.0,4,True,1.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which AI companies offer the most advanced language models?,0,Anthropic,True,701.0,2,True,3.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which AI companies offer the most advanced language models?,0,Google,True,417.0,2,True,2.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which AI companies offer the most advanced language models?,0,Meta,True,941.0,2,True,4.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which AI companies offer the most advanced language models?,0,Cohere,True,1356.0,1,True,5.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which AI companies offer the most advanced language models?,0,Mistral,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which AI companies offer the most advanced language models?,0,xAI,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which AI companies offer the most advanced language models?,1,OpenAI,True,157.0,5,True,1.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which AI companies offer the most advanced language models?,1,Anthropic,True,503.0,2,True,3.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which AI companies offer the most advanced language models?,1,Google,True,340.0,1,True,2.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which AI companies offer the most advanced language models?,1,Meta,True,800.0,2,True,5.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which AI companies offer the most advanced language models?,1,Cohere,True,660.0,1,True,4.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which AI companies offer the most advanced language models?,1,Mistral,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which AI companies offer the most advanced language models?,1,xAI,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which AI companies offer the most advanced language models?,2,OpenAI,True,143.0,4,True,1.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which AI companies offer the most advanced language models?,2,Anthropic,True,769.0,2,True,3.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which AI companies offer the most advanced language models?,2,Google,True,311.0,2,True,2.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which AI companies offer the most advanced language models?,2,Meta,True,932.0,3,True,4.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which AI companies offer the most advanced language models?,2,Cohere,True,1080.0,2,True,5.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which AI companies offer the most advanced language models?,2,Mistral,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Which AI companies offer the most advanced language models?,2,xAI,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,0,OpenAI,True,246.0,3,True,1.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,0,Anthropic,True,1805.0,1,True,4.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,0,Google,True,809.0,3,True,3.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,0,Meta,True,2682.0,1,True,5.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,0,Cohere,True,663.0,2,True,2.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,0,Mistral,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,0,xAI,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,1,OpenAI,True,220.0,4,True,1.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,1,Anthropic,True,1438.0,2,True,4.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,1,Google,True,867.0,5,True,3.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,1,Meta,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,1,Cohere,True,330.0,2,True,2.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,1,Mistral,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,1,xAI,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,2,OpenAI,True,191.0,5,True,1.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,2,Anthropic,True,2011.0,1,True,3.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,2,Google,True,853.0,5,True,2.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,2,Meta,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,2,Cohere,True,2511.0,1,True,4.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,2,Mistral,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,Compare the leading LLM APIs,2,xAI,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,0,OpenAI,True,229.0,2,True,1.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,0,Anthropic,True,500.0,1,True,2.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,0,Google,True,689.0,2,True,3.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,0,Meta,True,940.0,2,True,4.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,0,Cohere,True,1107.0,1,True,5.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,0,Mistral,True,1388.0,2,True,6.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,0,xAI,False,,0,False,
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,1,OpenAI,True,303.0,3,True,1.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,1,Anthropic,True,1008.0,1,True,4.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,1,Google,True,571.0,3,True,2.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,1,Meta,True,822.0,2,True,3.0
2025-10-25T20:36:53.012227,2025-10-25,openai,gpt-4o,general,I need to choose an LLM for my project. What are my options?,1,Cohere,True,1154.0,1,True,5.0
